OSObject,
OSObject.AppleBCMWLANPlatformFunction,
OSObject.AppleBCMWLANPlatformFunction.AppleBCMWLANPlatformFunctionEmbedded,0
OSObject.AppleBCMWLANPortInterfacePCIe,0
OSObject.AppleBCMWLANPowerManager,0
OSObject.AppleBCMWLANProvisioningManager,0
OSObject.AppleBCMWLANQueueDescriptor,0
OSObject.AppleBCMWLANScanManager,0
OSObject.AppleBCMWLANStopwatch,0
OSObject.AppleBCMWLANTaskmaster,0
OSObject.AppleBCMWLANTestManager,0
OSObject.AppleBCMWLANTimeKeeper,0
OSObject.AppleExternalPowerManager,0
OSObject.AppleExternalPowerProvider,0
OSObject.AppleH10CamInFrameReceiverBufferPool,0
OSObject.AppleH10CamInFrameReceiverBuffer,0
OSObject.AppleH10CamInFrameReceiver,0
OSObject.AppleIPDormancyHandler,0
OSObject.AppleJPEGHal,0
OSObject.AppleM2ScalerCSCHal,
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalMSR,
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalMSR.AppleM2ScalerCSCHalMSR2,0
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalMSR.AppleM2ScalerCSCHalMSR4,
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalMSR.AppleM2ScalerCSCHalMSR4.AppleM2ScalerCSCHalMSR6,
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalMSR.AppleM2ScalerCSCHalMSR4.AppleM2ScalerCSCHalMSR6.AppleM2ScalerCSCHalMSR7,0
OSObject.AppleM2ScalerCSCHal.AppleM2ScalerCSCHalSamsung,0
OSObject.AppleMCA2DeviceClock,0
OSObject.AppleMCA2Fifo,0
OSObject.AppleMCA2MCLK,0
OSObject.AppleMCA2NCO,0
OSObject.AppleMCA2Regs,0
OSObject.AppleMCA2SerDes,
OSObject.AppleMCA2SerDes.AppleMCA2Rx,0
OSObject.AppleMCA2SerDes.AppleMCA2Tx,0
OSObject.AppleMCA2Switch_MCAConfig,0
OSObject.AppleMCA2Switch_Reginfo,
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator,
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_ClockGenCfg,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_i2sCfg,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_SerDesCfg,
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_SerDesCfg.AppleMCA2Switch_RxCfg,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_SerDesCfg.AppleMCA2Switch_TxCfg,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Configurator.AppleMCA2Switch_SyncGenCfg,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Control,
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Control.AppleMCA2Switch_ClockGenCtl,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Control.AppleMCA2Switch_RxCtl,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Control.AppleMCA2Switch_SyncGenCtl,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Control.AppleMCA2Switch_TxCtl,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector,
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector.AppleMCA2Switch_ClockGenSel,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector.AppleMCA2Switch_i2sSel,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector.AppleMCA2Switch_RxSel,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector.AppleMCA2Switch_SyncGenSel,0
OSObject.AppleMCA2Switch_Reginfo.AppleMCA2Switch_Selector.AppleMCA2Switch_TxSel,0
OSObject.AppleMCA2SwitchRegs,0
OSObject.AppleMultitouchEventDriverWrapper,
OSObject.AppleMultitouchEventDriverWrapper.AppleMultitouchEventDriverV2Wrapper,0
OSObject.AppleMultitouchEventDriverWrapper.AppleMultitouchEventServiceWrapper,0
OSObject.AppleNVMeBuffer,
OSObject.AppleNVMeBuffer.AppleEmbeddedNVMeBuffer,0
OSObject.AppleOnboardSerialDebugDevice,0
OSObject.ApplePPMDroopController,0
OSObject.ApplePPMEntity,
OSObject.ApplePPMEntity.ApplePPMEntityBaseband,0
OSObject.ApplePPMEntity.ApplePPMEntityCLPC,0
OSObject.ApplePPMKernelClient,0
OSObject.ApplePPMPolicy,0
OSObject.ApplePPMSystemCapabilityMonitor,0
OSObject.AppleRegStmAPIODMA,0
OSObject.AppleSamsungSPIControllerStats,0
OSObject.AppleT333Packet,0
OSObject.AppleT333Stream,0
OSObject.AppleUSB20InternalIntelHubClient,0
OSObject.AppleUSBAudioControlInterface,0
OSObject.AppleUSBAudioIsocFrameList,0
OSObject.AppleUSBAudioIsocPipe,0
OSObject.AppleUSBDescriptorCache,0
OSObject.AppleUSBDescriptor,0
OSObject.AppleUSBEHCIHubInfo,0
OSObject.AppleUSBEHCIiTDPool,0
OSObject.AppleUSBEHCIqTDPool,0
OSObject.AppleUSBEHCIQueueHeadPool,0
OSObject.AppleUSBEHCIsiTDPool,0
OSObject.AppleUSBEHCISplitPeriodicEndpoint,0
OSObject.AppleUSBEHCITTInfo,0
OSObject.AppleUSBHostBusCurrentAllocator,0
OSObject.AppleUSBHostBusCurrentClient,0
OSObject.AppleUSBHostBusCurrentPool,0
OSObject.AppleUSBHostControllerIsochEndpoint,
OSObject.AppleUSBHostControllerIsochEndpoint.AppleUSBEHCIIsochronousEndpoint,0
OSObject.AppleUSBHostControllerListElement,
OSObject.AppleUSBHostControllerListElement.AppleUSBEHCIQueueHead,0
OSObject.AppleUSBHostControllerListElement.AppleUSBHostControllerIsochListElement,
OSObject.AppleUSBHostControllerListElement.AppleUSBHostControllerIsochListElement.AppleUSBEHCIiTD,0
OSObject.AppleUSBHostControllerListElement.AppleUSBHostControllerIsochListElement.AppleUSBEHCIsiTD,0
OSObject.AppleUSBHostControllerListElement.AppleUSBOHCIEndpointDescriptor,0
OSObject.AppleUSBHostDeviceIdler,0
OSObject.AppleUSBOHCIedMemoryBlock,0
OSObject.AppleUSBOHCIgtdMemoryBlock,0
OSObject.AppleUSBOHCIitdMemoryBlock,0
OSObject.AppleUSBPhyServiceClient,0
OSObject.AppleUSBSampleBufferMonitor,0
OSObject.IODataQueue,
OSObject.IODataQueue.IOSharedDataQueue,
OSObject.IODataQueue.IOSharedDataQueue.AppleHIDTransportIODataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.HIDAlwaysNotifyingIODataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOAccessoryPortDataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventServiceQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventSystemQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDResourceQueue,0
OSObject.IODataQueue.IOSharedDataQueue.MTIODataQueue,0
OSObject.IODataQueue.IOSharedDataQueue,
OSObject.IODataQueue.IOSharedDataQueue.AppleHIDTransportIODataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.HIDAlwaysNotifyingIODataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOAccessoryPortDataQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventServiceQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDEventSystemQueue,0
OSObject.IODataQueue.IOSharedDataQueue.IOHIDResourceQueue,0
OSObject.IODataQueue.IOSharedDataQueue.MTIODataQueue,0
OSObject.AUAADC3ClassSpecificDescriptorFetcher,0
OSObject.Audio2Control,
OSObject.Audio2Control.Audio2LevelControl,0
OSObject.Audio2Control.Audio2SelectorControl,0
OSObject.Audio2Control.Audio2ToggleControl,0
OSObject.BlockedArray,0
OSObject.Block,
OSObject.Block.IOMFBColorManagerDriver,0
OSObject.BTDebugReporter,0
OSObject.CCDataPipeBlob,0
OSObject.CCDataSession,0
OSObject.ClientObject,0
OSObject.ConnectionWatchdog,0
OSObject.DitherControl,
OSObject.DitherControl.DitherControlMSR,
OSObject.DitherControl.DitherControlMSR.DitherControlMSR7,0
OSObject.DitherControl.DitherControlSamsung,0
OSObject.EndpointInstance,
OSObject.EndpointInstance.EndpointInstanceSG,0
OSObject.EventElementCollection,
OSObject.EventElementCollection.DigitizerTransducer,0
OSObject._HACK_RingBuffer,0
OSObject.IO80211AssociationJoinSnapshot,0
OSObject.IO80211CommandQueue,0
OSObject.IO80211ControllerMonitor,0
OSObject.IO80211FlowQueueDatabase,0
OSObject.IO80211FlowQueue,
OSObject.IO80211FlowQueue.AppleBCMWLANPCIeFlowQueue,0
OSObject.IO80211FlowQueue.IO80211FlowQueueLegacy,0
OSObject.IO80211InterfaceMonitor,0
OSObject.IO80211PeerExtendedStats,0
OSObject.IO80211PeerMonitor,0
OSObject.IO80211QueueCall,0
OSObject.IO80211QueueDescriptor,
OSObject.IO80211QueueDescriptor.IO80211ActionFrameDescriptor,0
OSObject.IO80211QueueDescriptor.IO80211DriverCommandDescriptor,0
OSObject.IO80211QueueDescriptor.IO80211PacketDescriptor,0
OSObject.IO80211QueueDescriptor.IO80211PeerManager,
OSObject.IO80211QueueDescriptor.IO80211PeerManager.IO80211AWDLPeerManager,0
OSObject.IO80211QueueDescriptor.IO80211Peer,
OSObject.IO80211QueueDescriptor.IO80211Peer.IO80211AWDLMulticastPeer,0
OSObject.IO80211QueueDescriptor.IO80211Peer.IO80211AWDLPeer,0
OSObject.IO80211QueueDescriptor.IO80211ServiceRequestDescriptor,0
OSObject.IO80211RangingManager,0
OSObject.IO80211ScanManager,0
OSObject.IO80211String,0
OSObject.IOAccelAllocationInfo,0
OSObject.IOAccelAllocation,0
OSObject.IOAccelBlockFencePort2,0
OSObject.IOAccelBlockFencePort,0
OSObject.IOAccelBlockFence,
OSObject.IOAccelBlockFence.AGXBlockFence,0
OSObject.IOAccelChannel2,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGX3DChannel,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGX3DChannel.AGX3DChannelGen2,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGX3DChannel.AGX3DChannelGen2.AGX3DChannelG10,0
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXCLChannel,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXCLChannel.AGXCLChannelGen2,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXCLChannel.AGXCLChannelGen2.AGXCLChannelG10,0
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXTAChannel,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXTAChannel.AGXTAChannelGen2,
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXChannel.AGXTAChannel.AGXTAChannelGen2.AGXTAChannelG10,0
OSObject.IOAccelChannel2.IOAccelFIFOChannel2.AGXInvalidChannel,0
OSObject.IOAccelChannel,
OSObject.IOAccelChannel.IOAccelFIFOChannel,0
OSObject.IOAccelCommandBufferPool2,0
OSObject.IOAccelCommandBufferPool,0
OSObject.IOAccelCommandBuffer,0
OSObject.IOAccelDrawable2,0
OSObject.IOAccelDrawable,0
OSObject.IOAccelEventMachine2,
OSObject.IOAccelEventMachine2.IOAccelEventMachineFast2,
OSObject.IOAccelEventMachine2.IOAccelEventMachineFast2.AGXEventMachine,0
OSObject.IOAccelEventMachine,
OSObject.IOAccelEventMachine.IOAccelEventMachineFast,0
OSObject.IOAccelFenceMachine,0
OSObject.IOAccelKernelMappedMemory,
OSObject.IOAccelKernelMappedMemory.IOAccelDeviceShmem2,0
OSObject.IOAccelMemoryAllocator2,0
OSObject.IOAccelMemoryAllocator,0
OSObject.IOAccelMemoryMap,
OSObject.IOAccelMemoryMap.AGXMemoryMap,0
OSObject.IOAccelMemory,
OSObject.IOAccelMemory.IOAccelSysMemory,
OSObject.IOAccelMemory.IOAccelSysMemory.AGXAllocation,0
OSObject.IOAccelNamespace,
OSObject.IOAccelNamespace.IOAccelSharedNamespace2,0
OSObject.IOAccelRangeAllocator,0
OSObject.IOAccelResource2,
OSObject.IOAccelResource2.AGXResource,0
OSObject.IOAccelResource,
OSObject.IOAccelResource.IOAccelFrameDelimiter,0
OSObject.IOAccelSegmentResourceList,
OSObject.IOAccelSegmentResourceList.AGXAllocationList2,0
OSObject.IOAccelShared2,
OSObject.IOAccelShared2.AGXShared,0
OSObject.IOAccelSharedNamespace,0
OSObject.IOAccelShared,0
OSObject.IOAccelStatistics2,
OSObject.IOAccelStatistics2.AGXStatistics,0
OSObject.IOAccelStatistics,0
OSObject.IOAccelTask,
OSObject.IOAccelTask.AGXGart,
OSObject.IOAccelTask.AGXGart.AGXFamilyGart,
OSObject.IOAccelTask.AGXGart.AGXFamilyGart.AGXGartG10,0
OSObject.IOAccelTraceStream2,0
OSObject.IOAccelTraceStreamConnection,0
OSObject.IOAccessoryPowerSourceBehavior,0
OSObject.IOAccessoryPowerSourceItem,
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemBehavior,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemCurrentBase,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemCurrentOffset,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemDebounce,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit,
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemBrickID,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemExternal,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemOrion,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemUSB_ChargingPort,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemUSBDevice,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemUSBHost,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemLowVoltageLimit.IOAccessoryPowerSourceItemUSB_TypeC_Current,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemPD,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemRestrictions,0
OSObject.IOAccessoryPowerSourceItem.IOAccessoryPowerSourceItemUSB_DataContactDetect,0
OSObject.IOAccessoryPowerSourceSupplyData,
OSObject.IOAccessoryPowerSourceSupplyData.AppleSMCHighVoltageChargingData,0
OSObject.IOAsynchronousScheduler,0
OSObject.IOAVAudioPattern,0
OSObject.IOAVAUPPacket,0
OSObject.IOAVControllerAddDeviceCompletion,0
OSObject.IOAVElement,
OSObject.IOAVElement.IOAVAudioElement,0
OSObject.IOAVElement.IOAVVideoColorElement,0
OSObject.IOAVElement.IOAVVideoTimingElement,0
OSObject.IOAVElement.I,0
OSObject.IOAVEventLog,0
OSObject.IOAVHandler,
OSObject.IOAVHandler.IOAVHandlerInternalDisplay,0
OSObject.IOAVRegisterSet,0
OSObject.IOAVWAVRecorder,0
OSObject.IOCatalogue,0
OSObject.IOCatalogue,0
OSObject.IOCharacterDevice,0
OSObject.IOCommandPool,
OSObject.IOCommandPool.AppleBasebandPCIPool,
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIIOCommandPool,0
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIMemoryCommandPool,0
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIRequestPool,0
OSObject.IOCommandPool.AppleNVMeRequestPool,0
OSObject.IOCommandPool.AppleOnboardSerialPool,0
OSObject.IOCommandPool.AppleSEPCommandPool,0
OSObject.IOCommandPool.AppleSmartIOCommandPool,0
OSObject.IOCommandPool.AppleUSBEthernetDeviceCommandPool,0
OSObject.IOCommandPool.AppleUSBNetworkingCommandPool,
OSObject.IOCommandPool.AppleUSBNetworkingCommandPool.AppleUSBNetworkingHostCommandPool,0
OSObject.IOCommandPool.AppleUSBRequestPool,
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIIsochronousRequestPool,
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIIsochronousRequestPool.AppleUSBEHCISplitIsochronousRequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIRequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBHostIORequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBOHCIRequestPool,
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBOHCIRequestPool.AppleUSBOHCIControlRequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBOHCIRequestPool.AppleUSBOHCIIsochronousRequestPool,0
OSObject.IOCommandPool,
OSObject.IOCommandPool.AppleBasebandPCIPool,
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIIOCommandPool,0
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIMemoryCommandPool,0
OSObject.IOCommandPool.AppleBasebandPCIPool.AppleBasebandPCIRequestPool,0
OSObject.IOCommandPool.AppleNVMeRequestPool,0
OSObject.IOCommandPool.AppleOnboardSerialPool,0
OSObject.IOCommandPool.AppleSEPCommandPool,0
OSObject.IOCommandPool.AppleSmartIOCommandPool,0
OSObject.IOCommandPool.AppleUSBEthernetDeviceCommandPool,0
OSObject.IOCommandPool.AppleUSBNetworkingCommandPool,
OSObject.IOCommandPool.AppleUSBNetworkingCommandPool.AppleUSBNetworkingHostCommandPool,0
OSObject.IOCommandPool.AppleUSBRequestPool,
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIIsochronousRequestPool,
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIIsochronousRequestPool.AppleUSBEHCISplitIsochronousRequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBEHCIRequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBHostIORequestPool,0
OSObject.IOCommandPool.AppleUSBRequestPool.AppleUSBOHCIRequestPool,
