id,value
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchOS.IOThunderboltSwitchUSB4.IOThunderboltSwitchIntelJHL8440,0
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchLegacy,
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchLegacy.IOThunderboltSwitchLC,
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchLegacy.IOThunderboltSwitchLC.IOThunderboltSwitchType3,0
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchLegacy.IOThunderboltSwitchLC.IOThunderboltSwitchType2,0
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltSwitch.IOThunderboltSwitchLegacy.IOThunderboltSwitchType1,0
OSObject.IORegistryEntry.IOService.IOThunderboltNub.IOThunderboltPort,0
OSObject.IORegistryEntry.IOService.IOThunderboltXDomainLink,0
OSObject.IORegistryEntry.IOService.IOThunderboltLocalNode,0
OSObject.IORegistryEntry.IOService.IOThunderboltXDomainService,0
OSObject.IORegistryEntry.IOService.IOThunderboltPacketLoggerNub,0
OSObject.IORegistryEntry.IOService.IOTBTTunnelClientInterfaceManager,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamily,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamily.AppleThunderboltDPInAdapter,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamily.AppleThunderboltDPOutAdapter,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPInAdapterBase,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPInAdapterBase.AppleThunderboltDPInAdapterCM,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPInAdapterBase.AppleThunderboltDPInAdapterCM.AppleThunderboltDPInAdapterOS,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPInAdapterBase.AppleThunderboltDPInAdapterCM.AppleThunderboltDPInAdapterOS.AppleThunderboltDPInAdapterOS2,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPOutAdapterBase,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPOutAdapterBase.AppleThunderboltDPOutAdapterCM,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPOutAdapterBase.AppleThunderboltDPOutAdapterCM.AppleThunderboltDPOutAdapterOS,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltDPAdapterFamilyBase.AppleThunderboltDPOutAdapterBase.AppleThunderboltDPOutAdapterCM.AppleThunderboltDPOutAdapterOS.AppleThunderboltDPOutAdapterOS2,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltPCIDownAdapter,
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltPCIDownAdapter.AppleThunderboltPCIDownAdapterType5,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltPCIUpAdapter,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltUSBDownAdapter,0
OSObject.IORegistryEntry.IOService.IOThunderboltTunnelDriver.AppleThunderboltUSBUpAdapter,0
OSObject.IORegistryEntry.IOService.IOTimeSyncRootService,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase,
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncSyncDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncServiceDaemonClient,
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncServiceDaemonClient.IOTimeSyncUserFilteredServiceDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncServiceDaemonClient.IOTimeSyncDomainDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncgPTPManagerDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncClockManagerDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonClientBase.IOTimeSyncNetworkPortDaemonClient,0
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonServiceBase,
OSObject.IORegistryEntry.IOService.IOTimeSyncDaemonServiceBase.IOTimeSyncDaemonService,0
OSObject.IORegistryEntry.IOService.IOTimeSyncTimedEdgeGenerator,0
OSObject.IORegistryEntry.IOService.TSNInterface,
OSObject.IORegistryEntry.IOService.TSNInterface.TSNAssistedInterface,
OSObject.IORegistryEntry.IOService.TSNInterface.TSNAssistedInterface.TSNBSDInterface,
OSObject.IORegistryEntry.IOService.TSNInterface.TSNAssistedInterface.TSNBSDInterface.TSNWiFiInterface,0
OSObject.IORegistryEntry.IOService.TSNInterface.TSNAssistedInterface.TSNBSDInterface.TSNBSDStackInterface,0
OSObject.IORegistryEntry.IOService.IOTimeSyncClockManager,0
OSObject.IORegistryEntry.IOService.TSNWiFiControlInterface,
OSObject.IORegistryEntry.IOService.TSNWiFiControlInterface.TSNUserWiFiControlInterface,0
OSObject.IORegistryEntry.IOService.IOTimeSyncEdgeTimeCapture,0
OSObject.IORegistryEntry.IOService.IOTimeSyncService,
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncTranslationMach,0
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncFilteredService,
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncFilteredService.IOTimeSyncNanosecondSnapshotService,0
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncFilteredService.IOTimeSyncUserFilteredService,0
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncFilteredService.IOTimeSyncTranslationPMGR,0
OSObject.IORegistryEntry.IOService.IOTimeSyncService.IOTimeSyncDomain,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceInterfaceReserved,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceInterface,0
OSObject.IORegistryEntry.IOService.AppleUSBCapabilityDescriptor,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController,
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI,
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM,
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8112USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8027USBXDCI,
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8027USBXDCI.AppleT8030USBXDCI,
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8027USBXDCI.AppleT8030USBXDCI.AppleUSBXDCIModifiedControlTransfer,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8130USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8122USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8132USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8140USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceController.AppleUSBXDCI.AppleUSBXDCIARM.AppleT8103USBXDCI,0
OSObject.IORegistryEntry.IOService.IOUSBDeviceConfigurator,0
OSObject.IORegistryEntry.IOService.AppleUSBHostLegacyClient,0
OSObject.IORegistryEntry.IOService.AppleUSBHostResources,
OSObject.IORegistryEntry.IOService.AppleUSBHostResources.AppleUSBHostResourcesTypeC,0
OSObject.IORegistryEntry.IOService.AppleUSBHostResourcesClient,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSB20HostController,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleT8132USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleT8122USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleT8112USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI.AppleT8103USBXHCI,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI.AppleT8103USBXHCI.AppleT6000USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI.AppleT8101USBXHCI,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI.AppleT8101USBXHCI.AppleT8030USBXHCI,
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleSynopsysDRDUSBXHCI.AppleT8101USBXHCI.AppleT8030USBXHCI.AppleT8027USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleT8130USBXHCI,0
OSObject.IORegistryEntry.IOService.AppleUSBHostController.AppleUSBXHCI.AppleUSBXHCIARM.AppleT8140USBXHCI,0
OSObject.IORegistryEntry.IOService.IOUSBInterface,
OSObject.IORegistryEntry.IOService.IOUSBInterface.IOUSBHostInterface,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBHubPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBHubPort.AppleUSB20HubPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBHubPort.AppleUSB20HubPort.AppleUSB20AccessoryHubPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBHubPort.AppleUSB30HubPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBHubPort.AppleUSB30HubPort.AppleUSB30AccessoryHubPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB20XHCIPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB20XHCIPort.AppleUSB20XHCITypeCPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB20XHCIPort.AppleUSB20XHCITypeCPort.AppleUSB20XHCIARMPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB20XHCIPort.AppleUSB20XHCITypeCPort.AppleUSB20XHCILightningPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB20XHCIPort.AppleUSB20XHCITypeCPort.AppleUSB20XHCILightningPort.AppleT8101USB20XHCILightningPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCIInternalPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCITypeCPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCITypeCPort.AppleUSB40XHCITypeCPort,
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCITypeCPort.AppleUSB40XHCITypeCPort.AppleT8103USB40XHCITypeCPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCITypeCPort.AppleT8130USB30XHCITypeCPort,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPort.AppleUSBXHCIPort.AppleUSB30XHCIPort.AppleUSB30XHCITypeCPort.AppleUSB30XHCILightningPort,0
OSObject.IORegistryEntry.IOService.IOUSBDevice,
OSObject.IORegistryEntry.IOService.IOUSBDevice.IOUSBHostDevice,
OSObject.IORegistryEntry.IOService.IOUSBDevice.IOUSBHostDevice.AppleEmbeddedUSBDevice,0
OSObject.IORegistryEntry.IOService.AppleUSBHostBillboardDevice,0
OSObject.IORegistryEntry.IOService.AppleUSBHostCompositeDevice,
OSObject.IORegistryEntry.IOService.AppleUSBHostCompositeDevice.AppleUSBAudioComposite,0
OSObject.IORegistryEntry.IOService.AppleUSBHostCompositeDevice.AppleUSBCDCCompositeDevice,0
OSObject.IORegistryEntry.IOService.AppleUSBHostCompositeDevice.AppleUSBHostiOSDevice,0
OSObject.IORegistryEntry.IOService.AppleUSBHostPacketFilter,0
OSObject.IORegistryEntry.IOService.AppleUSBHub,
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB20Hub,
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB20Hub.AppleUSB20AccessoryHub,0
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB20Hub.AppleUSB20InternalHub,0
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB20Hub.AppleUSB20KeyboardHub,0
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB20Hub.AppleUSB20CameraKitHub,0
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB30Hub,
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB30Hub.AppleUSB30AccessoryHub,0
OSObject.IORegistryEntry.IOService.AppleUSBHub.AppleUSB30Hub.AppleUSB30CameraKitHub,0
OSObject.IORegistryEntry.IOService.IOUSBMassStorageResource,0
OSObject.IORegistryEntry.IOService.IOUSBMassStorageDriverNub,
OSObject.IORegistryEntry.IOService.IOUSBMassStorageDriverNub.com_apple_driver_AppleUSBCardReaderDriverNub,0
OSObject.IORegistryEntry.IOService.IOUSBMassStorageInterfaceNub,
OSObject.IORegistryEntry.IOService.IOUSBMassStorageInterfaceNub.com_apple_driver_AppleUSBCardReaderInterfaceNub,0
OSObject.IORegistryEntry.IOService.IOUSBMassStorageInterfaceNub.com_apple_driver_AppleUSBMassStorageInterfaceNub,0
OSObject.IORegistryEntry.IOService.IOUserEthernetResource,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort,
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort,
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDPtPPort,
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDPtPPort.IOTimeSyncUnicastUDPv4PtPPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDPtPPort.IOTimeSyncUnicastLinkLayerPtPPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDPtPPort.IOTimeSyncEthernetPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDPtPPort.IOTimeSyncUnicastUDPv6PtPPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDEtEPort,
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDEtEPort.IOTimeSyncUnicastUDPv4EtEPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDEtEPort.IOTimeSyncUnicastUDPv6EtEPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncNetworkPort.IOTimeSyncFDEtEPort.IOTimeSyncUnicastLinkLayerEtEPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncLocalClockPort,
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncLocalClockPort.IOTimeSyncTimeSyncTimePort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPort.IOTimeSyncLocalClockPort.IOTimeSyncTimeOfDayPort,0
OSObject.IORegistryEntry.IOService.IOTimeSyncPortManager,0
OSObject.IORegistryEntry.IOService.IOTimeSyncEthernetControllerAdapter,
OSObject.IORegistryEntry.IOService.IOTimeSyncEthernetControllerAdapter.IOTimeSyncEthernetConcreteControllerAdapter,0
OSObject.IORegistryEntry.IOService.IOTimeSyncInterfaceAdapter,
OSObject.IORegistryEntry.IOService.IOTimeSyncInterfaceAdapter.IOTimeSyncTSNInterfaceAdapter,0
OSObject.IORegistryEntry.IOService.IOTimeSyncInterfaceAdapter.IOTimeSyncEthernetInterfaceAdapter,
OSObject.IORegistryEntry.IOService.IOTimeSyncInterfaceAdapter.IOTimeSyncEthernetInterfaceAdapter.IOTimeSyncEthernetModernInterfaceAdapter,
OSObject.IORegistryEntry.IOService.IOTimeSyncInterfaceAdapter.IOTimeSyncEthernetInterfaceAdapter.IOTimeSyncEthernetModernInterfaceAdapter.IOTimeSyncEthernetSoftDMAInterfaceAdapter,0
OSObject.IORegistryEntry.IOService.IOTimeSyncgPTPManager,0
OSObject.IORegistryEntry.IOService.IOTimeSyncReverseSync,0
OSObject.IORegistryEntry.IOService.RTBuddyFirmwareService,
OSObject.IORegistryEntry.IOService.RTBuddyFirmwareService.AFKFirmwareService,0
OSObject.IORegistryEntry.IOService.RTBuddyFirmwareService.AHTRTBuddyFirmwareService,0
OSObject.IORegistryEntry.IOService.RTBuddyFirmwareService.ApplePMPFirmware,0
OSObject.IORegistryEntry.IOService.RTBuddyFirmwareService.AppleSPUFirmwareService,0
OSObject.IORegistryEntry.IOService.RTBuddyRouteProvider,
OSObject.IORegistryEntry.IOService.RTBuddyRouteProvider.SecureRTBuddyProxy,0
OSObject.IORegistryEntry.IOService.RTBuddyEndpointService,0
OSObject.IORegistryEntry.IOService.RTBuddyService,0
OSObject.IORegistryEntry.IOService.RTBuddyBuiltinEndpoint,
OSObject.IORegistryEntry.IOService.RTBuddyBuiltinEndpoint.RTBuddyCoreAnalyticsEndpoint,0
OSObject.IORegistryEntry.IOService.RTBuddyBuiltinEndpoint.RTBuddyIOReportingEndpoint,0
OSObject.IORegistryEntry.IOService.RTBuddyBuiltinEndpoint.RTBuddyCrashlogEndpoint,0
OSObject.IORegistryEntry.IOService.SecureRTBuddyIOReporting,0
OSObject.IORegistryEntry.IOService.SharedDARTMapperProxy,0
OSObject.IORegistryEntry.IOService.com_apple_filesystems_apfs,0
OSObject.IORegistryEntry.IOService.AppleAPFSGraft,0
OSObject.IORegistryEntry.IOService.CCCapture,0
OSObject.IORegistryEntry.IOService.CCPipe,
OSObject.IORegistryEntry.IOService.CCPipe.CCDataPipe,0
OSObject.IORegistryEntry.IOService.CCPipe.CCLogPipe,0
OSObject.IORegistryEntry.IOService.CCIOService,0
OSObject.IORegistryEntry.IOService.CCIOReporterHub,0
OSObject.IORegistryEntry.IOService.CCStream,
OSObject.IORegistryEntry.IOService.CCStream.CCDataStream,
OSObject.IORegistryEntry.IOService.CCStream.CCDataStream.CCIOReporterDataStream,0
OSObject.IORegistryEntry.IOService.CCStream.CCLogStream,
OSObject.IORegistryEntry.IOService.CCStream.CCLogStream.CCIOReporterLogStream,0
OSObject.IORegistryEntry.IOService.CCFaultReporter,0
OSObject.IORegistryEntry.IOService.com_apple_filesystems_lifs,0
OSObject.IORegistryPlane,0
OSObject._IOConfigThread,0
OSObject._IOServiceJob,0
OSObject.IONotifier,
OSObject.IONotifier._IOServiceNotifier,0
OSObject.IONotifier._IOServiceNullNotifier,0
OSObject.IONotifier._IOServiceInterestNotifier,
OSObject.IONotifier._IOServiceInterestNotifier.IOPMServiceInterestNotifier,0
OSObject.IOPMClientAck,0
OSObject.IOServicePM,0
OSObject.IOPMinformee,0
OSObject.IOPMinformeeList,0
OSObject.IOCatalogue,0
OSObject.IOPMPowerSourceList,0
OSObject.IOPolledInterface,
OSObject.IOPolledInterface.IONVMeControllerPolledAdapter,0
OSObject.IOPolledFilePollers,0
OSObject.IOWorkLoop,
OSObject.IOWorkLoop.H11ANEInWorkLoop,0
OSObject.IOWorkLoop.AppleH16CamInWorkLoop,0
OSObject.IOWorkLoop._FlexWorkLoop,0
OSObject.IOWorkLoop.AppleCLPCWorkLoop,0
OSObject.IOWorkLoop.AppleNVMeWorkLoop,0
OSObject.IOWorkLoop.IOThunderboltWorkLoop,0
OSObject.IOEventSource,
OSObject.IOEventSource.IOPMRequestQueue,0
OSObject.IOEventSource.IOPMWorkQueue,0
OSObject.IOEventSource.IOPMCompletionQueue,0
OSObject.IOEventSource.IOPMPowerStateQueue,0
OSObject.IOEventSource.IOInterruptEventSource,
OSObject.IOEventSource.IOInterruptEventSource.IOFilterInterruptEventSource,0
OSObject.IOEventSource.IOInterruptEventSource.AppleUSBCableChangeEventSource,0
OSObject.IOEventSource.IOInterruptEventSource.IOInterruptQueueEventSource,0
OSObject.IOEventSource.IOInterruptEventSource.AppleUSBHostPortInterruptEventSource,0
OSObject.IOEventSource.IOCommandGate,
OSObject.IOEventSource.IOCommandGate.IOUSBArbitratorCommandGate,0
OSObject.IOEventSource.IOCommandGate.AHTHSWorkLoop,0
OSObject.IOEventSource.IOCommandGate.AppleHPMCommandGate,0
OSObject.IOEventSource.IOCommandGate.IOAVCommandGate,0
OSObject.IOEventSource.IOCommandGate.IOSCSICommandGate,0
OSObject.IOEventSource.IOCommandGate.IOThunderboltCommandGate,0
OSObject.IOEventSource.IODMAEventSource,0
OSObject.IOEventSource.IOTimerEventSource,
OSObject.IOEventSource.IOTimerEventSource.AppleTimerQueueEventSource,0
OSObject.IOEventSource.IOTimerEventSource.IOAVAsyncEventSource,0
OSObject.IOEventSource.IOTimerEventSource.UserTimerEventSource,0
OSObject.IOEventSource.IOTimerEventSource.AppleNVMeRequestTimer,0
OSObject.IOEventSource.IOTimerEventSource.IOSkywalkPacketPoller,0
OSObject.IOEventSource.IOTimerEventSource.IOUSBMassStorageDriverRequestTimer,0
OSObject.IOEventSource.IOServiceStateNotificationEventSource,0
OSObject.IOEventSource.AOPTouchHIDDriverDataSource,
OSObject.IOEventSource.AOPTouchHIDDriverDataSource.AOPTouchHIDDriverChargingState,0
OSObject.IOEventSource.MCCommandQueue,0
OSObject.IOEventSource.HIDMTQueueEventSource,0
OSObject.IOEventSource.AppleBasebandPCIMessageQueueBase,0
OSObject.IOEventSource.AppleC26DataStream,
OSObject.IOEventSource.AppleC26DataStream.AppleC26TelegramStream,
OSObject.IOEventSource.AppleC26DataStream.AppleC26TelegramStream.AppleCallistoTelegramStream,0
OSObject.IOEventSource.AppleC26DataStream.AppleC26TelegramStream.AppleWirelessPowerTelegramStream,0
OSObject.IOEventSource.AFKEPInterfaceEventSourceV2,0
OSObject.IOEventSource.H16ISPLoggerEventSource,0
OSObject.IOEventSource.H16ISPExclaveEventSource,0
OSObject.IOEventSource.H16ISPErrorEventSource,0
OSObject.IOEventSource.PearlCamEventSource,0
OSObject.IOEventSource.AppleHPMAsyncEventSource,0
OSObject.IOEventSource.AHSCommandQueue,0
OSObject.IOEventSource.AIDQueueEventSource,0
OSObject.IOEventSource.IOConditionGate,0
OSObject.IOEventSource.AppleProcessorTraceEventSource,0
OSObject.IOEventSource.AppleSPUSimpleAsyncEventSource,0
OSObject.IOEventSource.MemCacheCommandQueue,0
OSObject.IOEventSource.AppleSimpleAsyncEventSource,0
OSObject.IOEventSource.AppleUSBRequestCompleter,
OSObject.IOEventSource.AppleUSBRequestCompleter.AppleUSBHostRequestCompleter,0
OSObject.IOEventSource.IOSocketEventSource,0
OSObject.IOEventSource.CoreAnalyticsPipe,0
OSObject.IOEventSource.IOAVIISAudioDMAEventSource,0
OSObject.IOEventSource.IOGCCommandQueue,0
OSObject.IOEventSource.IOHDCPAuthSession,
OSObject.IOEventSource.IOHDCPAuthSession.IOHDCP2AuthSession,
OSObject.IOEventSource.IOHDCPAuthSession.IOHDCP2AuthSession.IOHDCP2TransmitterAuthSession,
OSObject.IOEventSource.IOHDCPAuthSession.IOHDCP2AuthSession.IOHDCP2TransmitterAuthSession.IOHDCP2DPTransmitterAuthSession,0
OSObject.IOEventSource.IOHDCPAuthSession.IOHDCP2AuthSession.IOHDCP2ReceiverAuthSession,0
OSObject.IOEventSource.IOHDCPAuthSession.IOHDCP1TransmitterAuthSession,0
OSObject.IOEventSource.IOHIDAsyncReportQueue,0
OSObject.IOEventSource.IOHIDEventSource,0
OSObject.IOEventSource.IOMikeyBusBulkPipe,0
OSObject.IOEventSource.IOPCIEventSource,0
OSObject.IOEventSource.IOSkywalkPacketQueue,
OSObject.IOEventSource.IOSkywalkPacketQueue.IOSkywalkTxSubmissionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOSkywalkRxSubmissionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOSkywalkRxCompletionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOSkywalkTxCompletionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOUserNetworkPacketQueue,
OSObject.IOEventSource.IOSkywalkPacketQueue.IOUserNetworkPacketQueue.IOUserNetworkTxSubmissionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOUserNetworkPacketQueue.IOUserNetworkTxCompletionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOUserNetworkPacketQueue.IOUserNetworkRxCompletionQueue,0
OSObject.IOEventSource.IOSkywalkPacketQueue.IOUserNetworkPacketQueue.IOUserNetworkRxSubmissionQueue,0
OSObject.IOEventSource.IOSlaveEndpoint,
OSObject.IOEventSource.IOSlaveEndpoint.AppleSEPEndpoint,
OSObject.IOEventSource.IOSlaveEndpoint.AppleSEPEndpoint.AppleSEPHDCPEndpoint,0
