id,value
OSObject.IORegistryEntry.IOService.AppleAOPSMCDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUProfileDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUHapticsManagerDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUHapticsAudioDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUBasebandDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUGpioUnplugDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUMarconiControl,0
OSObject.IORegistryEntry.IOService.AppleSPUDCPDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUAONPTDDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUFastpathDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUGNSSDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUSingleShotReporter,0
OSObject.IORegistryEntry.IOService.AppleSPUFastpathInterface,0
OSObject.IORegistryEntry.IOService.AppleSPUAppDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUPDMCLKDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUBoraUartDriver,0
OSObject.IORegistryEntry.IOService.AppleLVBOOST,0
OSObject.IORegistryEntry.IOService.AppleSPUControl,0
OSObject.IORegistryEntry.IOService.AppleSPU,0
OSObject.IORegistryEntry.IOService.AppleSPUProfileFirmwareDriver,0
OSObject.IORegistryEntry.IOService.AppleSPUInterface,
OSObject.IORegistryEntry.IOService.AppleSPUInterface.AppleSPUAppInterface,0
OSObject.IORegistryEntry.IOService.AppleSPUInterface.AppleSPUHIDInterface,0
OSObject.IORegistryEntry.IOService.AppleSPUTimesync,
OSObject.IORegistryEntry.IOService.AppleSPUTimesync.AppleSPUTimesyncV1,0
OSObject.IORegistryEntry.IOService.AppleSPUTimesync.AppleSPUTimesyncV2,0
OSObject.IORegistryEntry.IOService.AppleSPUBattChannelDriver,0
OSObject.IORegistryEntry.IOService.AppleSPURoseDriver,0
OSObject.IORegistryEntry.IOService.AppleSPURTKitOSClientDriver,
OSObject.IORegistryEntry.IOService.AppleSPURTKitOSClientDriver.AppleSPURoseDriverV2,0
OSObject.IORegistryEntry.IOService.AppleSPUSphereDriver,0
OSObject.IORegistryEntry.IOService.AppleSSEInterface,
OSObject.IORegistryEntry.IOService.AppleSSEInterface.AppleSSE,0
OSObject.IORegistryEntry.IOService.AppleSerialShim,0
OSObject.IORegistryEntry.IOService.AppleGasGaugeUpdate,0
OSObject.IORegistryEntry.IOService.AppleSmartBatteryManager,0
OSObject.IORegistryEntry.IOService.AppleSmartIO,0
OSObject.IORegistryEntry.IOService.AppleSmartIODMANub,0
OSObject.IORegistryEntry.IOService.AppleStockholmControlConfig,0
OSObject.IORegistryEntry.IOService.AppleStockholmSPMINotification,0
OSObject.IORegistryEntry.IOService.AppleStockholmSPMI,0
OSObject.IORegistryEntry.IOService.AppleStockholmControl,0
OSObject.IORegistryEntry.IOService.AppleSOCTuner,
OSObject.IORegistryEntry.IOService.AppleSOCTuner.AppleT8030SOCTuner,0
OSObject.IORegistryEntry.IOService.AppleH17PPlatformErrorHandler,0
OSObject.IORegistryEntry.IOService.AppleT8140ANEHAL,0
OSObject.IORegistryEntry.IOService.AppleCLPC,0
OSObject.IORegistryEntry.IOService.AppleMemCacheControllerV2,
OSObject.IORegistryEntry.IOService.AppleMemCacheControllerV2.MemCacheCIP,
OSObject.IORegistryEntry.IOService.AppleMemCacheControllerV2.MemCacheCIP.AppleT8140MemCacheController,0
OSObject.IORegistryEntry.IOService.AppleTemperatureStatistics,0
OSObject.IORegistryEntry.IOService.AppleTemperatureSensorExchange,0
OSObject.IORegistryEntry.IOService.AppleTemperatureService,
OSObject.IORegistryEntry.IOService.AppleTemperatureService.AppleTMP468,0
OSObject.IORegistryEntry.IOService.AppleThunderboltDPConnectionManager,0
OSObject.IORegistryEntry.IOService.AppleThunderboltEDMSource,
OSObject.IORegistryEntry.IOService.AppleThunderboltEDMSource.AppleThunderboltEDMSourceGFXPolicy2,0
OSObject.IORegistryEntry.IOService.AppleThunderboltEDMSource.AppleThunderboltEDMSourceGFXPolicy1,0
OSObject.IORegistryEntry.IOService.AppleThunderboltIPService,0
OSObject.IORegistryEntry.IOService.AppleThunderboltIPTransmitter,0
OSObject.IORegistryEntry.IOService.AppleThunderboltIPConnection,0
OSObject.IORegistryEntry.IOService.AppleThunderboltGenericHAL,
OSObject.IORegistryEntry.IOService.AppleThunderboltGenericHAL.AppleThunderboltHALGenericACIO,
OSObject.IORegistryEntry.IOService.AppleThunderboltGenericHAL.AppleThunderboltHALGenericACIO.AppleThunderboltHALType5,0
OSObject.IORegistryEntry.IOService.AppleThunderboltGenericHAL.AppleThunderboltHALGenericACIO.AppleThunderboltHALType7,0
OSObject.IORegistryEntry.IOService.AppleCBTL1610Companion,0
OSObject.IORegistryEntry.IOService.AppleTypeCPhy,
OSObject.IORegistryEntry.IOService.AppleTypeCPhy.AppleT8103TypeCPhy,0
OSObject.IORegistryEntry.IOService.AppleTypeCPhy.AppleT8130TypeCPhy,0
OSObject.IORegistryEntry.IOService.AppleTypeCPhy.AppleTypeCPhyAUSBC,0
OSObject.IORegistryEntry.IOService.AppleUSBDeviceAudioNubBase,
OSObject.IORegistryEntry.IOService.AppleUSBDeviceAudioNubBase.AppleUSBDeviceAudioNub,0
OSObject.IORegistryEntry.IOService.AppleUSBADCAudioNubBase,0
OSObject.IORegistryEntry.IOService.Audio2Stream,
OSObject.IORegistryEntry.IOService.Audio2Stream.AppleUSBAudioStream,0
OSObject.IORegistryEntry.IOService.Audio2Device,
OSObject.IORegistryEntry.IOService.Audio2Device.AppleUSBAudioDevice,
OSObject.IORegistryEntry.IOService.Audio2Device.AppleUSBAudioDevice.AppleUSBDeviceAudioDevice,0
OSObject.IORegistryEntry.IOService.Audio2Device.AppleUSBAudioDevice.AppleUSBADCAudioDevice,0
OSObject.IORegistryEntry.IOService.AppleUSBAudioStreamNode,0
OSObject.IORegistryEntry.IOService.AppleUSBCDCControl,
OSObject.IORegistryEntry.IOService.AppleUSBCDCControl.AppleUSBECMControl,0
OSObject.IORegistryEntry.IOService.AppleUSBCDCControl.AppleUSBNCMControl,0
OSObject.IORegistryEntry.IOService.AppleUSBDeviceAudioController,0
OSObject.IORegistryEntry.IOService.AppleUSBDeviceMux,0
OSObject.IORegistryEntry.IOService.AppleUSBDeviceNCMControl,0
OSObject.IORegistryEntry.IOService.AppleUSBLightningAdapterBOS,0
OSObject.IORegistryEntry.IOService.AppleUVDMEndpointInterface,
OSObject.IORegistryEntry.IOService.AppleUVDMEndpointInterface.AppleUVDMEndpoint,0
OSObject.IORegistryEntry.IOService.ADMACCEDInterface,0
OSObject.IORegistryEntry.IOService.ADMAChannel,
OSObject.IORegistryEntry.IOService.ADMAChannel.AudioDMAChannel,0
OSObject.IORegistryEntry.IOService.ADMAChannelInterface,0
OSObject.IORegistryEntry.IOService.CoreAnalyticsMessenger,0
OSObject.IORegistryEntry.IOService.CoreAnalyticsHub,0
OSObject.IORegistryEntry.IOService.DCPAVProxy,
OSObject.IORegistryEntry.IOService.DCPAVProxy.AppleDCPDPTXRemotePortProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.AppleDCPDPTXRemoteHDCPInterfaceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.AppleDCPLPDPTXPortProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.AppleDCPDPTXRemoteHDCPAuthSessionProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVControllerProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVRemoteSACControllerProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVDeviceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVServiceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVVideoInterfaceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVCECInterfaceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVAudioInterfaceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPAVPowerControllerProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPDPControllerProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPDPDeviceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPDPServiceProxy,0
OSObject.IORegistryEntry.IOService.DCPAVProxy.DCPMIPIControllerProxy,0
OSObject.IORegistryEntry.IOService.DCPAVSACController,0
OSObject.IORegistryEntry.IOService.DCPAVCECController,0
OSObject.IORegistryEntry.IOService.DCPAVRemotePowerController,
OSObject.IORegistryEntry.IOService.DCPAVRemotePowerController.AppleDCPMIPIRemotePowerController,0
OSObject.IORegistryEntry.IOService.DMAChannelECProxyInterface,
OSObject.IORegistryEntry.IOService.DMAChannelECProxyInterface.DMAChannelProxy,0
OSObject.IORegistryEntry.IOService.EXDisplayPipe,0
OSObject.IORegistryEntry.IOService.ExclaveSEPManagerProxy,0
OSObject.IORegistryEntry.IOService.com_apple_driver_FairPlayIOKit,0
OSObject.IORegistryEntry.IOService.com_apple_filesystems_hfs,0
OSObject.IORegistryEntry.IOService.IISAudioIsolatedStreamECProxy,0
OSObject.IORegistryEntry.IOService.IOAVAudioLinkDelegate,
OSObject.IORegistryEntry.IOService.IOAVAudioLinkDelegate.IOAVIISAudioLinkDelegate,
OSObject.IORegistryEntry.IOService.IOAVAudioLinkDelegate.IOAVIISAudioLinkDelegate.AppleIISAudioLinkDelegate,0
OSObject.IORegistryEntry.IOService.IOAVController,
OSObject.IORegistryEntry.IOService.IOAVController.IODPController,0
OSObject.IORegistryEntry.IOService.IOAVInterface,
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAbstractVideoInterface,
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAbstractVideoInterface.IOAVVideoInterface,
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAbstractVideoInterface.IOAVVideoInterface.IOAVSimpleVideoInterface,0
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAbstractVideoInterface.IOAVVideoInterface.IOAVSplitDisplayVideoInterface,0
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAbstractVideoInterface.IOAVSliceVideoInterface,0
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVAudioInterface,0
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVControlInterface,
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVControlInterface.IOAVCECInterface,
OSObject.IORegistryEntry.IOService.IOAVInterface.IOAVControlInterface.IOAVCECInterface.IODPCECInterface,0
OSObject.IORegistryEntry.IOService.IOAVSplitDisplay,0
OSObject.IORegistryEntry.IOService.IOAVDisplayMemory,
OSObject.IORegistryEntry.IOService.IOAVDisplayMemory.IOAVConcreteDisplayMemory,0
OSObject.IORegistryEntry.IOService.IOAVDevice,
OSObject.IORegistryEntry.IOService.IOAVDevice.IODPDevice,
OSObject.IORegistryEntry.IOService.IOAVDevice.IODPDevice.IODPEmbeddedDevice,0
OSObject.IORegistryEntry.IOService.IOAVDevice.IODPDevice.IODPVirtualDevice,0
OSObject.IORegistryEntry.IOService.IOAVService,
OSObject.IORegistryEntry.IOService.IOAVService.IODPService,
OSObject.IORegistryEntry.IOService.IOAVService.IODPService.IODPServiceAUXOnly,0
OSObject.IORegistryEntry.IOService.IOAVService.IODPService.IODPLegacyDualDVIService,0
OSObject.IORegistryEntry.IOService.IOAVService.IODPService.IODP13Service,0
OSObject.IORegistryEntry.IOService.IOAVAudioDMADelegate,
OSObject.IORegistryEntry.IOService.IOAVAudioDMADelegate.DCPAVAudioDMADelegate,0
OSObject.IORegistryEntry.IOService.IOAccessoryConfigStreamInterface,
OSObject.IORegistryEntry.IOService.IOAccessoryConfigStreamInterface.AppleC26ConfigStream,0
OSObject.IORegistryEntry.IOService.IOAccessoryUSBPowerSourceDetect,0
OSObject.IORegistryEntry.IOService.IOAccessoryIDBusProxyPD,0
OSObject.IORegistryEntry.IOService.IOPortFamily,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportComponent,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportComponent.IOPortTransportComponentCC,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportComponent.IOPortTransportComponentCC.IOPortTransportComponentCCUSBPD,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportComponent.IOPortTransportComponentCC.IOPortTransportComponentCCUSBPD.IOPortTransportComponentCCUSBPDSOPp,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportComponent.IOPortTransportComponentCC.IOPortTransportComponentCCUSBPD.IOPortTransportComponentCCUSBPDSOP,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeaturePowerSource,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportProtocol,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortTransportProtocol.IOPortTransportProtocolAppleUVDM,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.AppleUSBCController,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.AppleUSBLightningAdapter,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface.AppleHPMInterfaceType10,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface.AppleHPMInterfaceType10.AppleHPMInterfaceType14,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface.AppleHPMInterfaceType11,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface.AppleHPMInterfaceType1,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleHPMInterface.AppleHPMInterfaceType1.AppleHPMInterfaceType3,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerSingleTransport,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerType10,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerType10.AppleTCControllerType14,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerType10.AppleTCControllerType12,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerTypeSim,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerType1,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerUSBC.AppleTCController.AppleTCControllerAssignableTransport,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDockUSB_UFP,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDockUSB_UFP.AppleSMCDockUSB_UFP,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryManagerHSAID,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryManagerHSAID.IOAccessoryManagerOrion,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin.AppleTriStarDock,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin.AppleTriStarDock.AppleCS46L21Dock9Pin,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin.AppleTriStarDock.AppleTriStarBuiltIn,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin.AppleTriStarDock.AppleTriStarBuiltIn.AppleHydraBuiltIn,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryManagerAID.IOAccessoryDock9Pin.AppleTriStarDock.AppleTriStarBuiltIn.AppleHydraBuiltIn.AppleKrakenBuiltIn,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDock30Pin,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDock30Pin.AppleCS46L21Dock30Pin,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDock30Pin.IOAccessoryDock30PinBuiltIn,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOAccessoryManager.IOAccessoryDock0PinBuiltin,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOPortAIDController,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IOPortAIDController.AppleHPMAIDType1,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IODPHDMIPortController,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPort.IODPHDMIPortController.AppleHDMIPortController,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature.IOPortFeatureLDCM,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature.IOPortFeatureLDCM.AppleHPMLDCMType2,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature.IOPortFeaturePower,
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature.IOPortFeaturePower.IOPortFeaturePowerIn,0
OSObject.IORegistryEntry.IOService.IOPortFamily.IOPortFeature.IOPortFeatureRFCoEx,0
OSObject.IORegistryEntry.IOService.IOAccessoryIDBusPD,0
OSObject.IORegistryEntry.IOService.IOPortTransportState,
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTunnelingTransportState,
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTunnelingTransportState.IOPortTransportStateCIO,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTunnelingTransportState.IOPortTransportStateSWN,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateSD,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateDisplayPort,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateCC,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateUSB,
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateUSB.IOPortTransportStateUSB2,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateUSB.IOPortTransportStateUSB3,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransport,
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransport.IOPortTransportAIDBus,0
OSObject.IORegistryEntry.IOService.IOPortTransportState.IOPortTransportStateIIC,0
OSObject.IORegistryEntry.IOService.IOAccessoryOOBPairingInterface,0
OSObject.IORegistryEntry.IOService.IOAccessoryHIDDeviceInterface,
OSObject.IORegistryEntry.IOService.IOAccessoryHIDDeviceInterface.AppleC26HID,0
OSObject.IORegistryEntry.IOService.IOAccessoryHIDDeviceInterface.AppleC26HIDWatch,0
OSObject.IORegistryEntry.IOService.IOAccessoryIDBusBulkData,0
OSObject.IORegistryEntry.IOService.IOAccessoryBulkDataEndpoint,
OSObject.IORegistryEntry.IOService.IOAccessoryBulkDataEndpoint.IOAccessoryHSAIDBulkDataEndpoint,0
OSObject.IORegistryEntry.IOService.IOAccessoryBulkDataEndpoint.IOAccessoryIDBusBulkDataEndpoint,0
OSObject.IORegistryEntry.IOService.IOAccessoryEAInterface,
OSObject.IORegistryEntry.IOService.IOAccessoryEAInterface.AppleC26EA,0
OSObject.IORegistryEntry.IOService.IOAccessoryEAInterface.IOAccessoryIDBusEA,0
OSObject.IORegistryEntry.IOService.IOAccessoryEAInterface.IOMikeyBusEAInterface,0
OSObject.IORegistryEntry.IOService.IOAccessoryUSBTypeCCurrentDetect,0
OSObject.IORegistryEntry.IOService.AIDSnifferInterface,0
OSObject.IORegistryEntry.IOService.IOAccessoryIDBusSystemStates,0
OSObject.IORegistryEntry.IOService.IOAccessoryTRM,0
OSObject.IORegistryEntry.IOService.IOAccessoryUSBConnectShim,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortSerial,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortSerial.AppleCS46L21AccessoryPort,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortSerial.IOAccessoryPortSerialSync,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortIDBusSNTP,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryAuthProtocolInterface,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryAuthProtocolInterface.AppleC26AuthProtocol,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryAuthProtocolInterface.AppleQiAuthProtocol,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortIDBus,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPort.IOAccessoryPortUSB,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryHSAIDBusTransport,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleTriStarIC,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleTriStarIC.AppleTHS7383,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleTriStarIC.AppleTHS7383.AppleCBTL1610,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleTriStarIC.AppleTHS7383.AppleCBTL1610.AppleCBTL1612,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleTriStarIC.AppleTHS7383.AppleCBTL1610.AppleCBTL1612.AppleCBTL1614,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryIDBusTransport.AppleCBTL1614Device,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPowerSource,
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPowerSource.AppleARMPMUAccessoryPS,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPowerSource.AppleCS46L21AccessoryPS,0
OSObject.IORegistryEntry.IOService.IOAccessoryTransport.IOAccessoryPowerSource.AppleSMCChargerPS,0
OSObject.IORegistryEntry.IOService.IOAccessoryHSAIDBulkData,0
OSObject.IORegistryEntry.IOService.VADResourceArbiter,0
OSObject.IORegistryEntry.IOService.IOAudio2Device,
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice,
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice,
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice.AppleEmbeddedAudioDevice,0
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice.AppleSecondaryAudio,
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice.AppleSecondaryAudio.AppleActuatorSecondaryAudio,0
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice.AppleSecondaryAudio.AppleExternalSecondaryAudio,
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleARMDMAAudioDevice.AppleARMIISAudioDevice.AppleSecondaryAudio.AppleExternalSecondaryAudio.AppleHapticsExternalSecondaryAudio,0
OSObject.IORegistryEntry.IOService.IOAudio2Device.Audio2Engine,
OSObject.IORegistryEntry.IOService.IOAudio2Device.Audio2Engine.AppleUSBAudioEngine,0
OSObject.IORegistryEntry.IOService.IOAudio2Device.AppleUSBMike,0
OSObject.IORegistryEntry.IOService.IOAudio2Device.IOAVAudioDriver,
OSObject.IORegistryEntry.IOService.IOAudio2Device.IOAVAudioDriver.DCPAVAudioDriver,0
OSObject.IORegistryEntry.IOService.IOAudioCodecs,0
OSObject.IORegistryEntry.IOService.IOBiometricService,
OSObject.IORegistryEntry.IOService.IOBiometricService.IOSEPBiometricService,
OSObject.IORegistryEntry.IOService.IOBiometricService.IOSEPBiometricService.ApplePearlSEPDriver,0
OSObject.IORegistryEntry.IOService.IOBiometricService.IOSEPBiometricService.IOBiometricSensorInterface,0
OSObject.IORegistryEntry.IOService.IOCECMergeProperties,0
OSObject.IORegistryEntry.IOService.IOCECService,
OSObject.IORegistryEntry.IOService.IOCECService.IOAVCECService,0
OSObject.IORegistryEntry.IOService.IOCryptoAccelerator,
OSObject.IORegistryEntry.IOService.IOCryptoAccelerator.IOAESAccelerator,
OSObject.IORegistryEntry.IOService.IOCryptoAccelerator.IOAESAccelerator.AppleS8000AESAccelerator,0
OSObject.IORegistryEntry.IOService.IODART,
OSObject.IORegistryEntry.IOService.IODART.AppleT8110DART,0
OSObject.IORegistryEntry.IOService.IODARTMapperNub,0
OSObject.IORegistryEntry.IOService.IODPTXPort,
OSObject.IORegistryEntry.IOService.IODPTXPort.AppleATCDPPort,
OSObject.IORegistryEntry.IOService.IODPTXPort.AppleATCDPPort.AppleATCDPNativePort,
OSObject.IORegistryEntry.IOService.IODPTXPort.AppleATCDPPort.AppleATCDPNativePort.AppleATCDPHDMIPort,0
OSObject.IORegistryEntry.IOService.IODPTXPort.AppleATCDPPort.AppleATCDPNativePort.AppleATCDPAltModePort,0
